tag_id,timestamp_utc,value,unit,quality,exported_at_utc
GA-OLW.K-101A.RUN_HRS,2026-09-06T20:00:00Z,185572.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-06T19:00:00Z,210691.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-07T01:00:00Z,169.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-06T07:00:00Z,45.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-06T23:00:00Z,210695.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-06T07:00:00Z,185559.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-07T00:00:00Z,205274.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-06T01:00:00Z,33013.3,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-05T20:00:00Z,415256.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-06T00:00:00Z,38.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-05T18:00:00Z,185546.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-06T05:00:00Z,43.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-06T09:00:00Z,185561.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-06T23:00:00Z,11.95,barg,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-06T23:00:00Z,2469420.0,min,GOOD,2026-09-07T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-05T21:00:00Z,415258.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-06T05:00:00Z,12.48,barg,GOOD,2026-09-07T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-06T05:00:00Z,63268.5,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-06T20:00:00Z,172003.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-06T07:00:00Z,172003.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-06T15:00:00Z,12.64,barg,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-06T19:00:00Z,172003.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-06T23:00:00Z,33015.5,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-05T19:00:00Z,2467740.0,min,GOOD,2026-09-07T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-06T07:00:00Z,210679.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-06T18:00:00Z,415300.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-07T00:00:00Z,150056.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-06T19:00:00Z,185571.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-06T16:00:00Z,33014.8,h,GOOD,2026-09-07T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-06T16:00:00Z,63274.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-05T14:00:00Z,185542.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-06T23:00:00Z,167.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-06T10:00:00Z,12.46,barg,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-06T13:00:00Z,2468820.0,min,GOOD,2026-09-07T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-06T19:00:00Z,150051.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-06T17:00:00Z,2469060.0,min,GOOD,2026-09-07T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-05T14:00:00Z,63261.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-06T03:00:00Z,33013.5,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-06T05:00:00Z,150037.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-06T14:00:00Z,2468880.0,min,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-07T00:00:00Z,2469480.0,min,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-06T18:00:00Z,162.0,h,GOOD,2026-09-07T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-07T00:00:00Z,63278.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-05T20:00:00Z,13.0,barg,GOOD,2026-09-07T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-06T15:00:00Z,63273.5,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-06T06:00:00Z,210678.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-06T00:00:00Z,2468040.0,min,GOOD,2026-09-07T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-05T14:00:00Z,11.63,barg,GOOD,2026-09-07T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-05T19:00:00Z,415254.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-06T01:00:00Z,12.82,barg,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-06T04:00:00Z,2468280.0,min,GOOD,2026-09-07T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-06T14:00:00Z,63273.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-06T13:00:00Z,415290.0,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-06T19:00:00Z,415302.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-06T01:00:00Z,172003.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-05T21:00:00Z,172003.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-07T01:00:00Z,172003.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-05T15:00:00Z,29.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-05T22:00:00Z,172003.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-05T21:00:00Z,185549.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-05T23:00:00Z,33013.1,h,GOOD,2026-09-07T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-06T03:00:00Z,150035.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-06T17:00:00Z,185569.0,h,GOOD,2026-09-07T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-06T23:00:00Z,185575.0,h,GOOD,2026-09-07T01:30:00Z
