tag_id,timestamp_utc,value,unit,quality,exported_at_utc
GA-JNR.PG.RUN_HRS,2026-08-31T22:00:00Z,415020.0,h,GOOD,2026-09-02T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-01T19:00:00Z,210571.0,h,GOOD,2026-09-02T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-08-31T15:00:00Z,415006.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-01T22:00:00Z,46.0,h,GOOD,2026-09-02T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-01T17:00:00Z,63214.5,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-01T14:00:00Z,98796.0,h,GOOD,2026-09-02T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-08-31T14:00:00Z,415004.0,h,GOOD,2026-09-02T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-08-31T14:00:00Z,63201.0,h,GOOD,2026-09-02T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-01T23:00:00Z,63217.5,h,GOOD,2026-09-02T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-08-31T22:00:00Z,210550.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-01T14:00:00Z,172003.0,h,GOOD,2026-09-02T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-01T14:00:00Z,205144.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-01T04:00:00Z,185436.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-08-31T20:00:00Z,172003.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-01T21:00:00Z,33003.3,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-01T10:00:00Z,33002.2,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-01T05:00:00Z,29.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-01T00:00:00Z,2460840.0,min,GOOD,2026-09-02T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-01T09:00:00Z,172003.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-08-31T15:00:00Z,15.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-01T17:00:00Z,2461860.0,min,GOOD,2026-09-02T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-01T06:00:00Z,33001.8,h,GOOD,2026-09-02T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-01T18:00:00Z,205148.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-08-31T19:00:00Z,33000.7,h,GOOD,2026-09-02T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-08-31T18:00:00Z,415012.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-01T21:00:00Z,172003.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-01T09:00:00Z,98791.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-01T13:00:00Z,172003.0,h,GOOD,2026-09-02T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-01T04:00:00Z,149916.0,h,GOOD,2026-09-02T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-01T07:00:00Z,2461260.0,min,GOOD,2026-09-02T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-01T06:00:00Z,172003.0,h,GOOD,2026-09-02T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-08-31T23:00:00Z,205129.0,h,GOOD,2026-09-02T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-08-31T18:00:00Z,210546.0,h,GOOD,2026-09-02T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-01T00:00:00Z,11.95,barg,GOOD,2026-09-02T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-01T06:00:00Z,210558.0,h,GOOD,2026-09-02T01:30:00Z
