tag_id,timestamp_utc,value,unit,quality,exported_at_utc
GA-OLW.K-101B.RUN_HRS,2026-09-07T18:00:00Z,172003.0,h,GOOD,2026-09-08T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-06T21:00:00Z,185573.0,h,GOOD,2026-09-08T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-07T02:00:00Z,210698.0,h,GOOD,2026-09-08T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-07T07:00:00Z,172003.0,h,GOOD,2026-09-08T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-07T16:00:00Z,184.0,h,GOOD,2026-09-08T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-06T16:00:00Z,205266.0,h,GOOD,2026-09-08T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-06T23:00:00Z,210695.0,h,GOOD,2026-09-08T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-07T12:00:00Z,210708.0,h,GOOD,2026-09-08T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-06T22:00:00Z,150054.0,h,GOOD,2026-09-08T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-07T03:00:00Z,13.05,barg,GOOD,2026-09-08T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-07T13:00:00Z,415338.0,h,GOOD,2026-09-08T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-07T10:00:00Z,150066.0,h,GOOD,2026-09-08T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-07T13:00:00Z,205287.0,h,GOOD,2026-09-08T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-07T07:00:00Z,69.0,h,GOOD,2026-09-08T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-07T16:00:00Z,415344.0,h,GOOD,2026-09-08T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-06T20:00:00Z,12.14,barg,GOOD,2026-09-08T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-06T20:00:00Z,33015.2,h,GOOD,2026-09-08T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-07T18:00:00Z,150074.0,h,GOOD,2026-09-08T01:30:00Z
